TIPO_REG,U_DPTO,U_MPIO,UA_CLASE,COD_ENCUESTAS,U_VIVIENDA,F_NROHOG,FA1_NRO_FALL,FA2_SEXO_FALL,FA3_EDAD_FALL,FA4_CERT_DEFUN
3,13,001,1,901351863,1,1,1,1,99,1
3,13,001,1,901351863,1,1,2,2,85,1
3,13,001,1,901368134,1,1,1,1,28,1
3,13,001,1,901375773,1,1,1,2,0,9
3,13,001,1,901378414,1,1,1,1,91,1
3,13,001,1,901382846,1,1,1,1,57,1
3,13,001,1,901388590,1,1,1,2,65,1
3,13,001,1,901388744,1,1,1,2,86,1
3,13,001,1,901397852,1,1,1,1,21,1
3,13,001,1,901409778,1,1,1,1,72,9
3,13,001,1,901411523,1,1,1,1,94,1
3,13,001,1,901411523,1,1,2,2,84,1
3,13,001,1,901438054,1,1,1,1,19,9
3,13,001,1,901438920,1,1,1,1,75,1
3,13,001,1,901444766,1,1,1,1,36,1
3,13,001,1,901451419,1,1,1,1,98,9
3,13,001,1,901451877,1,1,1,2,90,1
3,13,001,1,901456589,1,1,1,2,72,1
3,13,001,1,901481050,1,1,1,2,85,1
3,13,001,1,901484294,1,1,1,2,70,1
3,13,001,1,901484294,1,1,2,2,92,1
3,13,001,1,901490877,1,1,1,1,87,1
3,13,001,1,901503978,1,1,1,1,83,1
3,13,001,1,901512338,1,1,1,2,86,1
3,13,001,1,901519064,1,1,1,2,1,9
3,13,001,1,901523620,1,1,1,1,74,1
3,13,001,1,901572366,1,1,1,2,63,1
3,13,001,1,901586535,1,1,1,1,83,1
3,13,001,1,901596621,1,1,1,1,89,1
3,13,001,1,901638286,1,1,1,1,90,1
3,13,001,1,901664282,1,1,1,2,53,1
3,13,001,1,901674775,1,1,1,1,74,1
3,13,001,1,901700818,1,1,1,2,79,1
3,13,001,1,901707294,1,1,1,2,95,1
3,13,001,1,901744280,1,1,1,1,58,1
3,13,001,1,901750991,1,1,1,1,87,1
3,13,001,1,901771444,1,1,1,1,56,1
3,13,001,1,901793240,1,1,1,2,67,1
3,13,001,1,901795917,1,1,1,2,74,1
3,13,001,1,901809909,1,1,1,2,77,1
3,13,001,1,901836756,1,1,1,2,15,1
3,13,001,1,901848547,1,1,1,1,81,2
3,13,001,1,901848547,1,1,2,1,81,2
3,13,001,1,901854549,1,1,1,1,69,1
3,13,001,1,901855075,1,1,1,1,86,1
3,13,001,1,901870058,1,1,1,1,50,1
3,13,001,1,901883341,1,1,1,2,97,1
3,13,001,1,901893524,1,1,1,1,72,1
3,13,001,1,901909577,1,1,1,2,42,2
3,13,001,1,901911940,1,1,1,2,71,9
3,13,001,1,901914845,1,1,1,2,38,1
3,13,001,1,901919794,1,1,1,2,84,1
3,13,001,1,901921471,1,1,1,1,87,1
3,13,001,1,901927665,1,1,1,1,78,1
3,13,001,1,901929106,1,1,1,2,96,1
3,13,001,1,901953758,1,1,1,1,72,1
3,13,001,1,901970973,1,1,1,2,87,1
3,13,001,1,902024587,1,1,1,2,54,1
3,13,001,1,902028985,1,1,1,2,55,1
3,13,001,1,902053715,1,1,1,2,93,1
3,13,001,1,902072443,1,1,1,2,78,1
3,13,001,1,902091355,1,1,1,2,52,1
3,13,001,1,902093518,1,1,1,1,60,1
3,13,001,1,902098136,1,1,1,1,85,1
3,13,001,1,902103324,1,1,1,1,68,1
3,13,001,1,902116752,1,1,1,1,74,1
3,13,001,1,902120337,1,1,1,1,21,1
3,13,001,1,902172274,1,1,1,2,95,9
3,13,001,1,902182659,1,1,1,1,68,1
3,13,001,2,134518,1,1,1,1,13,1
3,13,001,2,134527,1,1,1,1,85,1
3,13,001,2,218902,2,1,1,2,72,1
3,13,001,2,218902,2,1,2,1,15,9
3,13,001,2,331375,1,1,1,2,0,2
3,13,001,2,373823,1,1,1,2,95,1
3,13,001,2,388537,1,1,1,2,43,1
3,13,001,2,391927,1,1,1,1,49,1
3,13,001,2,468719,1,1,1,1,29,1
3,13,001,2,545840,1,1,1,1,41,9
3,13,001,2,642479,1,1,1,2,1,9
3,13,001,2,643513,1,1,1,1,36,1
3,13,001,2,1185032,2,1,1,1,28,9
3,13,001,2,1185070,1,1,1,2,68,9
3,13,001,2,1185112,1,1,1,2,73,9
3,13,001,2,1185112,1,1,2,1,84,9
3,13,001,2,1185248,1,1,1,2,48,1
3,13,001,2,1185423,1,1,1,1,55,9
3,13,001,2,1185461,3,1,1,1,49,2
3,13,001,2,1185757,1,1,1,1,45,1
3,13,001,2,1185975,1,1,1,1,82,1
3,13,001,2,1196364,1,1,1,2,74,1
3,13,001,2,1196374,2,1,1,1,65,1
3,13,001,2,1196404,1,1,1,2,93,2
3,13,001,2,1339381,1,1,1,1,36,9
3,13,001,2,1339381,1,1,2,1,94,9
3,13,001,2,1339381,1,1,3,1,17,9
3,13,001,2,1339408,1,1,1,1,76,1
3,13,001,2,1339579,1,1,1,1,63,1
3,13,001,2,1339579,1,1,2,2,96,1
3,13,001,2,1715332,1,1,1,1,86,1
3,13,001,2,1715359,1,1,1,1,73,9
3,13,001,2,1715372,1,1,1,2,52,1
3,13,001,2,1715386,1,1,1,2,76,1
3,13,001,2,2525098,4,1,1,1,10,9
3,13,001,2,2525374,1,1,1,2,0,9
3,13,001,2,2560933,1,1,1,1,82,1
3,13,001,2,2759531,1,1,1,2,49,1
3,13,001,2,2781676,1,1,1,1,92,1
3,13,001,2,2781748,1,1,1,2,75,9
3,13,001,2,3119663,1,1,1,1,75,1
3,13,001,2,3322196,1,1,1,2,35,1
3,13,001,2,3323073,1,1,1,2,40,9
3,13,001,2,3323073,1,1,2,2,2,9
3,13,001,2,3323073,1,1,3,2,0,9
3,13,001,2,3324157,5,1,1,1,0,9
3,13,001,2,3493701,1,1,1,2,43,1
3,13,001,2,3493829,8,1,1,1,30,1
3,13,001,2,3640871,2,1,1,2,106,1
3,13,001,2,3640881,2,1,1,2,94,1
3,13,001,2,3640898,1,1,1,2,87,2
3,13,001,2,3721792,3,1,1,2,61,1
3,13,001,2,3722198,2,1,1,9,999,9
3,13,001,2,3722201,1,1,1,1,87,2
3,13,001,2,3722283,1,1,1,1,67,1
3,13,001,2,3854883,1,1,1,2,67,9
3,13,001,2,3854948,1,1,1,1,68,1
3,13,001,2,3857233,1,1,1,1,28,9
3,13,001,2,3857259,1,1,1,2,62,9
3,13,001,2,3857270,1,1,1,1,39,2
3,13,001,2,3857290,1,1,1,1,83,1
3,13,001,2,3858388,1,1,1,2,37,1
3,13,001,2,4143097,1,1,1,1,73,9
3,13,001,2,4143119,1,1,1,1,70,1
3,13,001,2,4144276,1,1,1,1,62,1
3,13,001,2,4461535,1,1,1,1,80,1
3,13,001,2,4464862,1,1,1,2,20,1
3,13,001,2,4640522,1,1,1,1,76,1
3,13,001,2,4642823,1,1,1,1,12,1
3,13,001,2,4851973,1,1,1,1,65,9
3,13,001,2,4852122,1,1,1,2,51,1
3,13,001,2,4854511,1,1,1,2,62,1
3,13,001,2,4854585,1,1,1,2,65,1
3,13,001,2,4855027,1,1,1,1,40,2
3,13,001,2,4855193,1,1,1,1,84,2
3,13,001,2,4856242,1,1,1,1,27,1
3,13,001,2,4926389,4,1,1,1,58,1
3,13,001,2,4926405,1,1,1,2,60,1
3,13,001,2,4926649,1,1,1,2,76,1
3,13,001,2,4926673,1,1,1,2,78,1
3,13,001,2,4926698,1,1,1,2,79,9
3,13,001,2,4932384,1,1,1,1,71,1
3,13,001,2,4933049,1,1,1,1,76,9
3,13,001,2,5071820,1,2,1,1,85,1
3,13,001,2,5071859,3,1,1,1,28,1
3,13,001,2,5071889,1,1,1,1,20,2
3,13,001,2,5136873,2,1,1,2,55,1
3,13,001,2,5136921,1,1,1,1,77,1
3,13,001,2,5139138,1,1,1,2,92,9
3,13,001,2,5139178,1,1,1,1,81,1
3,13,001,2,5139269,1,1,1,2,48,1
3,13,001,2,5416682,1,1,1,1,57,1
3,13,001,2,5416770,1,1,1,2,54,9
3,13,001,2,5416905,1,1,1,2,41,2
3,13,001,2,5416915,2,1,1,2,36,1
3,13,001,2,5417534,1,1,1,2,71,1
3,13,001,2,5423265,1,1,1,1,30,9
3,13,001,2,5423528,1,1,1,2,57,1
3,13,001,2,5423528,1,2,1,2,56,1
3,13,001,2,5432256,1,1,1,1,80,1
3,13,001,2,5432256,1,1,2,1,71,1
3,13,001,2,5433649,1,1,1,1,29,1
3,13,001,2,5434748,1,1,1,1,69,1
3,13,001,2,5435474,1,1,1,1,72,1
3,13,001,2,5694056,2,1,1,1,60,1
3,13,001,2,5791636,1,1,1,2,58,1
3,13,001,2,5791836,1,1,1,2,63,1
3,13,001,2,5794660,1,1,1,1,38,1
3,13,001,2,5799371,1,1,1,1,19,1
3,13,001,2,5986989,1,1,1,1,77,2
3,13,001,2,6134560,1,1,1,2,80,1
3,13,001,2,6134560,1,1,2,2,82,1
3,13,001,2,6242369,1,1,1,1,0,2
3,13,001,2,6371082,1,1,1,2,31,9
3,13,001,2,6476354,2,1,1,2,74,9
3,13,001,2,6476354,2,2,1,2,74,9
3,13,001,2,6478546,1,1,1,1,50,1
3,13,001,2,6480166,1,1,1,1,52,2
3,13,001,2,6480166,1,1,2,2,67,2
3,13,001,2,6480166,1,1,3,2,40,2
3,13,001,2,6652263,1,1,1,2,56,2
3,13,001,2,6652676,1,1,1,1,20,1
3,13,001,2,6652698,1,1,1,1,20,1
3,13,001,2,6652719,1,1,1,1,80,9
3,13,001,2,6652912,1,1,1,2,86,1
3,13,001,2,7036773,1,1,1,2,63,1
3,13,001,2,7053820,1,1,1,1,56,2
3,13,001,2,7053889,1,1,1,1,25,1
3,13,001,2,7084282,1,2,1,1,60,1
3,13,001,2,7089262,1,1,1,1,67,1
3,13,001,2,7094898,1,1,1,2,79,1
3,13,001,2,7277205,1,1,1,1,50,1
3,13,001,2,7279277,2,1,1,2,86,9
3,13,001,2,7318310,1,1,1,1,94,9
3,13,001,2,7318331,1,1,1,1,76,9
3,13,001,2,7320553,1,1,1,2,83,1
3,13,001,2,7515278,1,1,1,2,73,1
3,13,001,2,7515286,6,1,1,1,74,1
3,13,001,2,7515293,1,1,1,2,78,1
3,13,001,2,7515709,1,1,1,1,56,1
3,13,001,2,7516130,1,1,1,1,0,9
3,13,001,2,7516130,1,1,2,2,0,9
3,13,001,2,7516130,1,1,3,2,0,9
3,13,001,2,7516130,1,1,4,2,0,9
3,13,001,2,7516130,1,1,5,1,0,9
3,13,001,2,7516130,1,1,6,2,0,9
3,13,001,2,7516130,1,1,7,1,0,9
3,13,001,2,7516130,1,1,8,1,0,9
3,13,001,2,7572721,1,1,1,2,76,1
3,13,001,2,7572740,1,1,1,1,88,1
3,13,001,2,7572752,1,1,1,1,22,1
3,13,001,2,7572791,1,1,1,2,23,1
3,13,001,2,7572833,1,1,1,2,64,1
3,13,001,2,7573610,1,1,1,1,52,1
3,13,001,2,7573904,1,2,1,2,0,9
3,13,001,2,7573904,1,2,2,1,0,9
3,13,001,2,7772964,2,1,1,1,17,1
3,13,001,2,7773245,1,1,1,1,75,1
3,13,001,2,7773381,1,1,1,1,4,2
3,13,001,2,7779169,1,1,1,1,21,1
3,13,001,2,7943017,1,1,1,2,59,1
3,13,001,2,8119016,2,1,1,2,63,9
3,13,001,2,8370475,1,1,1,1,76,1
3,13,001,2,8419152,1,1,1,1,27,1
3,13,001,2,8510397,1,1,1,1,38,2
3,13,001,2,8510422,1,1,1,1,84,1
3,13,001,2,8774335,2,1,1,1,86,1
3,13,001,2,8774355,1,1,1,2,99,1
3,13,001,2,8774355,1,1,2,1,74,1
3,13,001,2,8774355,1,1,3,1,85,1
3,13,001,2,8776283,1,1,1,2,88,1
3,13,001,2,8776402,2,1,1,1,46,1
3,13,001,2,8776599,1,1,1,1,48,1
3,13,001,2,8777369,2,1,1,2,57,1
3,13,001,2,8778143,1,1,1,1,22,1
3,13,001,2,8778212,1,1,1,2,82,1
3,13,001,2,8820733,1,1,1,2,62,1
3,13,001,2,8820774,1,1,1,1,70,1
3,13,001,2,8820784,1,1,1,2,77,1
3,13,001,2,8820851,1,1,1,1,82,2
3,13,001,2,8829710,2,1,1,1,73,1
3,13,001,2,8829735,1,1,1,1,82,1
3,13,001,2,8829816,1,1,1,1,77,1
3,13,001,2,8999103,1,1,1,1,62,1
3,13,001,2,8999866,1,1,1,1,94,1
3,13,001,2,8999883,1,1,1,1,63,2
3,13,001,2,8999905,1,1,1,2,94,1
3,13,001,2,8999921,1,1,1,1,41,1
3,13,001,2,9098318,1,1,1,1,98,2
3,13,001,2,9098785,1,1,1,1,98,1
3,13,001,2,9108014,1,1,1,1,15,1
3,13,001,2,9458174,1,1,1,2,73,1
3,13,001,2,9516404,1,1,1,1,4,1
3,13,001,2,9518467,1,1,1,2,0,2
3,13,001,2,9518467,1,1,2,1,0,2
3,13,001,2,9518467,1,1,3,2,0,2
3,13,001,2,9518467,1,1,4,2,0,2
3,13,001,2,9518467,1,1,5,1,0,2
3,13,001,2,9518467,1,1,6,1,0,2
3,13,001,2,9518467,1,1,7,1,0,2
3,13,001,2,9518467,1,1,8,2,0,2
3,13,001,2,9539908,2,3,1,1,25,1
3,13,001,2,9813543,1,1,1,2,73,1
3,13,001,2,9813676,1,1,1,1,86,1
3,13,001,2,9816110,1,1,1,1,33,9
3,13,001,2,9817413,1,1,1,1,73,1
3,13,001,2,9817591,1,1,1,1,80,1
3,13,001,2,9825187,1,1,1,2,56,2
3,13,001,2,9825187,1,3,1,1,56,2
3,13,001,2,9827892,1,1,1,1,65,1
3,13,001,2,9828386,1,1,1,1,80,2
3,13,001,2,10020360,2,1,1,1,89,1
3,13,001,2,10020482,1,1,1,2,86,9
3,13,001,2,10029775,1,1,1,1,21,1
3,13,001,2,10030285,1,1,1,1,63,1
3,13,001,2,10030393,1,2,1,1,66,1
3,13,001,2,10150780,2,1,1,2,80,1
3,13,001,2,10294627,1,1,1,2,63,1
3,13,001,2,10295130,1,1,1,2,20,9
3,13,001,2,10295377,1,1,1,1,25,2
3,13,001,2,10463562,2,1,1,1,70,1
3,13,001,2,10510030,1,1,1,1,79,2
3,13,001,2,10701059,1,1,1,2,90,1
3,13,001,2,10701067,1,1,1,1,63,2
3,13,001,2,10973050,1,1,1,1,0,2
3,13,001,2,10973050,1,1,2,1,0,2
3,13,001,2,10973939,1,1,1,2,92,1
3,13,001,2,10974287,1,1,1,1,62,9
3,13,001,2,10978979,2,1,1,1,73,9
3,13,001,2,10979097,1,1,1,1,82,1
3,13,001,2,10979430,1,1,1,2,86,1
3,13,001,2,10979440,1,1,1,1,35,1
3,13,001,2,10987901,1,1,1,1,44,1
3,13,001,2,11138002,1,1,1,1,75,9
3,13,001,2,11173721,1,1,1,1,58,1
3,13,001,2,11174579,1,1,1,2,30,9
3,13,001,2,11175016,2,1,1,2,67,1
3,13,001,2,11205789,1,1,1,1,91,2
3,13,001,2,11206886,1,1,1,2,87,9
3,13,001,2,11453131,1,1,1,1,71,2
3,13,001,2,11455867,1,1,1,1,0,1
3,13,001,2,11455928,1,1,1,2,55,1
3,13,001,2,11456914,1,2,1,2,86,2
3,13,001,2,11673965,1,1,1,1,99,1
3,13,001,2,11677499,1,1,1,2,70,1
3,13,001,2,11682951,1,1,1,2,78,1
3,13,001,2,12127222,2,1,1,1,0,2
3,13,001,2,12196256,1,1,1,1,59,2
3,13,001,2,12196524,1,1,1,2,106,1
3,13,001,2,12197072,1,1,1,1,60,1
3,13,001,2,12197072,1,1,2,1,80,1
3,13,001,2,12197145,1,1,1,2,57,1
3,13,001,2,12197243,2,1,1,1,30,1
3,13,001,2,12200860,1,1,1,2,84,1
3,13,001,2,12200860,1,1,2,1,33,1
3,13,001,2,12200915,1,1,1,1,1,1
3,13,001,2,12204996,1,2,1,1,62,1
3,13,001,2,12205580,1,1,1,2,54,1
3,13,001,2,12205707,1,1,1,1,98,1
3,13,001,2,12413400,1,1,1,2,32,1
3,13,001,2,12413562,1,1,1,2,100,2
3,13,001,2,12634978,1,1,1,1,15,2
3,13,001,2,12636249,1,1,1,1,42,2
3,13,001,2,12636453,1,1,1,2,86,1
3,13,001,2,12669930,1,4,1,1,81,1
3,13,001,2,12671694,1,1,1,1,76,1
3,13,001,2,12671898,1,1,1,2,74,9
3,13,001,2,12861238,1,1,1,1,25,9
3,13,001,2,13092206,1,1,1,1,80,1
3,13,001,2,13485424,1,1,1,1,38,9
3,13,001,2,13493622,2,1,1,2,64,1
3,13,001,2,13493683,1,1,1,1,21,1
3,13,001,2,13765504,1,1,1,2,64,2
3,13,001,2,13765504,1,2,1,2,67,1
3,13,001,2,13765504,1,3,1,2,65,1
3,13,001,2,13765691,1,1,1,2,100,1
3,13,001,2,13765883,1,1,1,2,56,2
3,13,001,2,13885255,1,1,1,1,91,1
3,13,001,2,15026000,1,1,1,1,35,1
3,13,001,2,15026000,1,1,2,1,77,1
3,13,001,2,15331288,1,1,1,1,15,1
3,13,001,2,16083819,1,1,1,2,60,1
3,13,001,2,16083943,1,2,1,2,77,1
3,13,001,2,16085558,1,1,1,1,18,1
3,13,001,2,16377087,1,1,1,2,30,1
3,13,001,2,16377087,1,1,2,2,20,1
3,13,001,2,16787504,1,1,1,1,22,9
3,13,001,2,17064836,1,1,1,2,76,1
3,13,001,2,17065999,1,1,1,1,25,9
3,13,001,2,17211658,1,1,1,1,51,1
3,13,001,2,17305965,1,1,1,1,5,1
3,13,001,2,17489375,1,1,1,2,86,1
3,13,001,2,17654336,1,1,1,2,50,1
3,13,001,2,17656565,1,1,1,1,0,9
3,13,001,2,17656565,1,1,2,2,0,9
3,13,001,2,17656565,1,1,3,1,0,1
3,13,001,2,17656998,1,1,1,2,0,9
3,13,001,2,17792371,1,1,1,1,32,1
3,13,001,2,17805916,1,1,1,1,59,1
3,13,001,2,113269461,3,1,1,1,16,1
3,13,001,2,900133407,1,1,1,1,70,1
3,13,001,2,900144829,1,1,1,1,86,1
3,13,001,2,900287538,1,1,1,1,0,1
3,13,001,2,900457422,1,1,1,1,93,1
3,13,001,2,900510615,1,1,1,1,1,2
3,13,001,2,900522539,1,1,1,1,85,1
3,13,001,2,900686980,1,1,1,2,51,1
3,13,001,2,900697162,1,1,1,2,81,9
3,13,001,2,900714600,1,1,1,1,32,9
3,13,001,2,900873356,1,1,1,2,90,1
3,13,001,2,900875091,1,1,1,1,64,1
3,13,001,2,900927894,1,1,1,1,71,9
3,13,001,2,900927894,1,1,2,2,37,9
3,13,001,2,900933963,1,1,1,1,23,9
3,13,001,2,900987288,1,1,1,1,19,2
3,13,001,2,901442676,1,1,1,1,99,1
3,13,001,2,901665676,1,1,1,1,1,2
3,13,001,3,13917365,1,1,1,2,74,1
3,13,001,3,13930730,1,1,1,1,0,1
3,13,001,3,14205293,1,1,1,1,53,9
3,13,001,3,14389320,3,1,1,1,45,1
3,13,001,3,14530025,1,1,1,1,63,2
3,13,001,3,14611111,1,1,1,1,45,2
3,13,001,3,14866860,3,1,1,1,1,1
3,13,001,3,14871626,1,1,1,2,73,1
3,13,001,3,15175686,1,1,1,1,56,2
3,13,001,3,15317473,2,1,1,2,83,1
3,13,001,3,15331810,1,1,1,2,57,2
3,13,001,3,900396554,1,1,1,1,1,1
3,13,001,3,900411211,1,1,1,1,51,1
3,13,001,3,900494639,1,1,1,2,87,1
3,13,001,3,900704072,1,1,1,2,45,1
3,13,001,3,901585801,1,1,1,1,86,2
3,13,001,3,901885685,1,1,1,1,56,1
3,13,001,3,902436688,1,1,1,2,72,1
3,13,006,1,203893,1,1,1,1,0,1
3,13,006,1,1002677,1,1,1,2,0,1
3,13,006,1,1002682,1,1,1,2,0,1
3,13,006,1,1065423,1,2,1,2,69,2
3,13,006,1,3371704,1,1,1,2,108,1
3,13,006,1,3371801,1,1,1,2,70,1
3,13,006,1,3371865,1,1,1,1,65,1
3,13,006,1,3491505,1,1,1,2,99,1
3,13,006,1,4732915,1,2,1,1,79,1
3,13,006,1,5134589,1,1,1,1,87,1
3,13,006,1,6073274,1,1,1,1,60,2
3,13,006,1,6345037,1,1,1,2,68,9
3,13,006,1,6345037,1,2,1,2,68,9
3,13,006,1,6346348,1,1,1,1,30,9
3,13,006,1,7195274,1,1,1,1,0,1
3,13,006,1,8131373,1,1,1,1,95,1
3,13,006,1,8623651,1,1,1,1,87,1
3,13,006,1,9099868,1,1,1,1,20,1
3,13,006,1,10897996,1,1,1,1,60,2
3,13,006,2,5857848,1,1,1,2,87,9
3,13,006,2,6073383,2,1,1,2,10,1
3,13,006,2,6073462,2,1,1,1,70,1
3,13,006,2,6073492,1,1,1,1,91,2
3,13,006,2,6344776,1,1,1,1,93,1
3,13,006,2,6345174,1,1,1,1,63,1
3,13,006,2,6345548,1,1,1,1,0,9
3,13,006,2,6345563,2,1,1,1,0,1
3,13,006,2,7195272,1,1,1,1,25,9
3,13,006,2,7195311,1,1,1,1,60,1
3,13,006,2,8436124,1,1,1,2,44,1
3,13,006,2,8626218,1,1,1,2,11,1
3,13,006,2,8899893,1,1,1,2,10,2
3,13,006,2,8899893,1,2,1,2,10,2
3,13,006,2,8899916,2,1,1,1,81,9
3,13,006,2,11679917,1,1,1,1,97,9
3,13,006,2,12240393,1,1,1,1,89,1
3,13,006,2,16102239,1,1,1,1,80,9
3,13,006,2,16692927,1,1,1,1,96,2
3,13,006,2,16800704,1,1,1,2,20,1
3,13,006,2,16867305,1,1,1,1,85,2
3,13,006,2,16986250,1,1,1,1,70,1
3,13,006,2,16986615,1,1,1,1,90,1
3,13,006,2,16986867,1,1,1,1,78,1
3,13,006,2,17130146,2,1,1,1,21,2
3,13,006,2,17130175,1,1,1,2,59,2
3,13,006,2,17130312,3,1,1,1,99,2
3,13,006,2,17135976,1,1,1,1,85,2
3,13,006,2,17135976,1,2,1,1,85,2
3,13,006,2,17253688,2,1,1,2,80,2
3,13,006,2,17253746,1,2,1,2,75,1
3,13,006,2,17253823,2,1,1,1,83,1
3,13,006,2,17890817,1,1,1,1,92,1
3,13,006,2,18104168,2,1,1,1,80,9
3,13,006,2,105823712,10,1,1,2,62,1
3,13,006,2,901773673,1,1,1,1,95,2
3,13,006,2,902428450,1,1,1,1,63,1
3,13,006,3,249871,1,1,1,1,72,1
3,13,006,3,249887,3,1,1,2,72,1
3,13,006,3,249901,2,1,1,1,59,1
3,13,006,3,5977928,3,1,1,2,90,1
3,13,006,3,5980496,2,1,1,1,78,2
3,13,006,3,6729704,1,1,1,2,74,1
3,13,006,3,6730077,10,1,1,2,86,2
3,13,006,3,6730389,5,1,1,2,1,1
3,13,006,3,7195323,22,1,1,1,92,1
3,13,006,3,7428236,3,1,1,1,13,1
3,13,006,3,7621044,1,1,1,1,92,1
3,13,006,3,7621324,1,1,1,2,76,1
3,13,006,3,7758206,1,1,1,2,96,9
3,13,006,3,7758223,9,1,1,1,89,1
3,13,006,3,7975001,1,1,1,1,88,1
3,13,006,3,8623065,2,1,1,2,97,2
3,13,006,3,9083519,1,1,1,1,78,1
3,13,006,3,9087808,1,1,1,1,65,1
3,13,006,3,9866004,24,1,1,1,60,1
3,13,006,3,10071540,3,1,1,2,28,2
3,13,006,3,10072130,1,1,1,1,48,2
3,13,006,3,10072130,1,1,2,1,80,2
3,13,006,3,14637031,2,1,1,1,72,2
3,13,006,3,14723694,2,1,1,2,94,1
3,13,006,3,14876533,1,1,1,1,84,2
3,13,006,3,15047524,1,1,1,1,0,2
3,13,006,3,15049423,6,1,1,2,87,1
3,13,006,3,15382558,1,1,1,2,80,1
3,13,006,3,17752659,1,1,1,1,73,1
3,13,006,3,17752712,9,1,1,2,65,2
3,13,006,3,17890769,5,1,1,1,72,1
3,13,006,3,18055903,1,1,1,1,78,2
3,13,006,3,18096663,3,1,1,2,68,2
3,13,006,3,105555111,4,1,1,1,0,2
3,13,006,3,105559269,1,1,1,1,74,1
3,13,006,3,900244282,1,1,1,1,20,2
3,13,006,3,901015675,1,1,1,1,85,1
3,13,006,3,902429443,1,1,1,1,74,9
3,13,006,3,902432137,4,1,1,1,82,2
3,13,006,3,902432558,1,1,1,2,95,2
3,13,006,3,902432949,1,1,1,2,52,2
3,13,006,3,902433517,1,1,1,2,85,9
3,13,006,3,902433637,1,1,1,1,0,9
3,13,006,3,902436292,2,1,1,2,62,1
3,13,006,3,902437852,2,1,1,1,51,2
3,13,030,1,1692657,1,1,1,2,83,1
3,13,030,1,1692661,2,1,1,2,84,1
3,13,030,1,1817021,1,1,1,2,96,9
3,13,030,1,1817057,1,1,1,1,98,1
3,13,030,1,1817077,1,1,1,2,79,2
3,13,030,1,1939012,1,1,1,2,76,2
3,13,030,1,1939046,1,1,1,2,92,2
3,13,030,1,1942687,1,2,1,2,105,1
3,13,030,1,2290792,1,1,1,2,65,2
3,13,030,1,2609223,2,1,1,1,53,1
3,13,030,1,2835310,1,1,1,2,70,2
3,13,030,1,2835661,1,1,1,1,59,1
3,13,030,1,3235965,1,1,1,2,95,2
3,13,030,1,3236288,1,1,1,1,23,1
3,13,030,1,3364150,1,1,1,1,47,1
3,13,030,1,3364181,1,1,1,1,23,1
3,13,030,1,3816496,1,1,1,2,91,1
3,13,030,1,3967692,1,1,1,2,83,1
3,13,030,1,4371967,1,1,1,2,97,2
3,13,030,1,4372176,1,1,1,2,76,1
3,13,030,1,4812031,1,2,1,2,90,1
3,13,030,1,5819311,1,1,1,2,33,1
3,13,030,1,5822890,1,1,1,2,106,1
3,13,030,1,5823147,1,1,1,2,69,1
3,13,030,1,6313545,2,1,1,2,45,1
3,13,030,1,6315245,1,1,1,2,97,1
3,13,030,2,3364128,1,1,1,2,49,2
3,13,030,2,3816527,1,1,1,1,73,2
3,13,030,2,3971930,1,1,1,2,36,1
3,13,030,2,3971952,1,1,1,2,24,1
3,13,030,2,6313342,1,1,1,2,88,2
3,13,030,2,7207830,2,1,1,1,94,1
3,13,030,2,7207924,1,1,1,2,78,1
3,13,030,2,7207926,1,1,1,1,24,1
3,13,030,2,11149613,1,1,1,2,77,2
3,13,030,3,4540596,12,1,1,1,72,9
3,13,030,3,4541396,1,1,1,1,93,1
3,13,030,3,4541396,1,1,2,2,86,1
3,13,030,3,6312513,8,1,1,2,20,9
3,13,030,3,6312537,17,2,1,1,63,9
3,13,030,3,6312668,8,1,1,1,18,9
3,13,030,3,7207855,2,1,1,2,79,9
3,13,030,3,7207935,2,1,1,1,31,1
3,13,030,3,7431531,7,1,1,2,84,9
3,13,030,3,7431552,4,1,1,2,79,9
3,13,030,3,7432447,1,1,1,2,80,1
3,13,030,3,7795994,27,1,1,1,39,1
3,13,030,3,7796612,8,1,1,1,17,9
3,13,030,3,8055268,2,2,1,1,87,1
3,13,030,3,9191231,86,1,1,2,76,1
3,13,030,3,9619764,18,1,1,1,44,1
3,13,030,3,9619824,20,1,1,1,82,1
3,13,030,3,10106735,47,1,1,1,89,1
3,13,030,3,11803063,2,1,1,1,83,1
3,13,030,3,12465275,2,1,1,2,58,9
3,13,042,1,1878056,1,1,1,2,76,9
3,13,042,1,2172682,1,1,1,1,30,1
3,13,042,1,2405226,1,1,1,1,75,1
3,13,042,1,2812032,1,1,1,2,64,1
3,13,042,1,2812064,1,1,1,1,0,9
3,13,042,1,2812098,1,1,1,1,65,1
3,13,042,1,2833076,1,1,1,2,83,1
3,13,042,1,2837166,1,1,1,1,108,1
3,13,042,1,3034101,1,1,1,1,47,1
3,13,042,1,3238592,1,1,1,1,51,1
3,13,042,1,3414946,1,2,1,2,70,1
3,13,042,1,3523317,1,1,1,1,100,2
3,13,042,1,3523317,1,1,2,2,70,9
3,13,042,1,3526558,1,1,1,1,9,1
3,13,042,1,3745723,1,1,1,2,42,9
3,13,042,1,3927218,1,1,1,1,84,9
3,13,042,1,4138318,1,1,1,2,48,1
3,13,042,1,4487919,1,1,1,2,84,1
3,13,042,1,4709217,1,1,1,1,0,9
