TIPO_REG,U_DPTO,U_MPIO,UA_CLASE,COD_ENCUESTAS,U_VIVIENDA,F_NROHOG,FA1_NRO_FALL,FA2_SEXO_FALL,FA3_EDAD_FALL,FA4_CERT_DEFUN
3,13,001,1,100856,1,1,1,1,52,2
3,13,001,1,129623,1,1,1,1,80,1
3,13,001,1,129637,1,1,1,1,62,1
3,13,001,1,129691,1,1,1,2,95,9
3,13,001,1,129769,1,1,1,2,84,1
3,13,001,1,129776,5,1,1,1,86,1
3,13,001,1,129895,1,1,1,1,79,9
3,13,001,1,129930,1,1,1,1,80,1
3,13,001,1,130068,1,2,1,1,86,1
3,13,001,1,137364,1,1,1,1,70,1
3,13,001,1,142515,2,1,1,1,50,1
3,13,001,1,142573,2,1,1,1,75,1
3,13,001,1,142590,2,1,1,1,91,1
3,13,001,1,142712,1,1,1,1,73,2
3,13,001,1,142713,1,1,1,1,87,2
3,13,001,1,142763,1,1,1,2,85,1
3,13,001,1,142812,3,1,1,1,69,1
3,13,001,1,142887,2,1,1,2,95,1
3,13,001,1,142893,4,1,1,2,45,1
3,13,001,1,142916,2,1,1,1,0,9
3,13,001,1,143827,1,1,1,1,50,1
3,13,001,1,143859,1,1,1,1,52,9
3,13,001,1,143975,1,1,1,2,63,1
3,13,001,1,144125,2,1,1,2,54,9
3,13,001,1,144256,1,1,1,2,70,1
3,13,001,1,144923,2,1,1,1,80,9
3,13,001,1,144923,2,1,2,2,73,9
3,13,001,1,144970,2,1,1,1,80,9
3,13,001,1,144997,3,2,1,2,70,9
3,13,001,1,145004,1,1,1,2,68,1
3,13,001,1,145008,1,1,1,1,2,1
3,13,001,1,145040,7,1,1,1,73,1
3,13,001,1,145085,1,1,1,1,25,1
